Episode_ID,Seed,現在のターン,Lv0_狙い(宣言),Lv0_近い方を狙ったか,Lv1_狙い(宣言),Lv1_近い方を狙ったか,Lv1_協調判定(被り回避),Lv1_意図推定,Lv1_推定理由,Lv1_決定行動,Lv1_行動理由,Lv0_決定行動,Lv0_行動理由,Lv1_X,Lv1_Y,Lv0_X,Lv0_Y,PreyA_X,PreyA_Y,PreyB_X,PreyB_Y,Lv0-A(Manhattan),Lv0-A(Torus),Lv0-B(Manhattan),Lv0-B(Torus),Lv1-A(Manhattan),Lv1-A(Torus),Lv1-B(Manhattan),Lv1-B(Torus),再計算_Lv0-A距離(マンハッタン),再計算_Lv0-B距離(マンハッタン),再計算_Lv0-A距離(ユークリッド),再計算_Lv0-B距離(ユークリッド),抽出_Lv1予想ターゲット,抽出_Lv0宣言ターゲット,判定_意図推定一致,判定_距離合理性(マンハッタン),判定_距離合理性(ユークリッド)
9,213863,96,獲物A,⚪︎,獲物A,✖️,✖️,獲物Aを狙っている,他者の座標が獲物Aの位置に近く、次に右に移動することで獲物Aにアクセスできるため、獲物Aを狙っていると推定される,右,獲物Aに近づくため、次のターンで捕獲できる可能性を高めるため,右,獲物Aが現在位置の右にいるため、移動することで次ターンに捕獲の可能性が高まる。,18,4,16,14,19,14,1,11,3,3,18,8,11,11,24,10,3,8,3.0,5.83,獲物A,獲物A,⚪︎,⚪︎,⚪︎
9,213863,97,獲物A,⚪︎,獲物A,△,✖️,獲物Aを狙っている,"他者の現在位置(17, 14)から獲物A(19, 14)まではすぐ隣のセルであり、獲物Aが未捕獲であるため、捕獲に向かうと考えられる。",上,"自己の位置(19, 4)から獲物A(19, 14)に向かうためには、まず上方向に移動する必要があるから。次ターンに他者が獲物Aを捕獲する可能性が高いため、早めに接近しておくことが重要。",右,獲物Aの座標に近づくため、今ターン中に捕獲可能な位置に移動する。,19,4,17,14,19,14,2,11,2,2,18,8,10,10,24,10,2,8,2.0,5.83,獲物A,獲物A,⚪︎,⚪︎,⚪︎
9,213863,98,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(18, 14)から獲物A(19, 13)への移動が1ターンで可能であり、獲物Aが未捕獲であるため、狙っていると推察される。",上,"自己の座標(19, 3)から獲物A(19, 13)に向かうために上に移動し、次ターンで捕獲可能な位置に向かうため。",上,獲物Aに最も近い位置にいるため、捕獲の可能性を高めるために上に移動して獲物Aに接近する。,19,3,18,14,19,13,2,11,2,2,19,7,10,10,25,11,2,7,1.41,5.0,獲物A,獲物A,⚪︎,⚪︎,⚪︎
9,213863,99,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置（18,13）から獲物Aへの距離が近く、次に獲物Aの方に移動することで捕獲のチャンスが高まるため",上,獲物Aに最も近い位置にいるため、次のターンで捕獲のチャンスが高まる。,上,"獲物Aは現在(19, 12)に存在しており、自己の座標(18, 13)から上に移動することで次ターンに捕獲可能になるため。",19,2,18,13,19,12,2,10,2,2,19,7,10,10,25,11,2,7,1.41,5.0,獲物A,獲物A,⚪︎,⚪︎,⚪︎
9,213863,100,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Aの座標と同じY座標であり、X座標も近いことから、獲物Aに向かう意図があると推測した。,上,獲物Aが自己の上に位置しており、行動を上にすることで獲物Aと同じY座標に達し、次ターンに捕獲のチャンスを増やすため。,右,獲物Aが隣接しているため、次のターンで捕獲するために右に移動する。,19,1,18,12,19,12,2,10,1,1,18,6,11,9,26,12,1,6,1.0,4.47,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,1,獲物B,✖️,獲物A,✖️,⚪︎,獲物Bを狙っている,自己座標と他者座標の距離を考慮すると、獲物Bが右に位置していることから、左に移動することで獲物Bに近づくことができる,上,獲物Aの位置に近づくためには、上に移動することで獲物Aに向かうことができ、捕獲の可能性を高めるため。,上,"獲物Bは現在座標(8, 11)におり、自分の座標は(15, 14)で、上方向へ移動することで獲物Bへの距離を縮めることができるため。",5,12,15,14,0,11,8,11,18,8,10,10,6,6,4,4,8,10,5.83,7.62,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,2,獲物B,△,獲物B,⚪︎,✖️,獲物Bを狙っている,"他者の座標(15, 13)から見て獲物B(9, 11)に至るには左方向に移動するのが最も効率的であるため。",右,"自己の座標(5, 11)から獲物B(9, 11)に向かうためには右方向に移動するのが最も効率的であり、獲物Bを確実に捕獲できる可能性が高いため。",左,獲物Bの座標に近づくことで、次のターンに捕獲のチャンスを最大化するため。,5,11,15,13,0,10,9,11,18,8,8,8,6,6,4,4,8,8,5.83,6.32,獲物B,獲物B,⚪︎,△,✖️
10,206352,3,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,"他者の座標(14, 13)から見て獲物Bの座標(9, 11)までの距離が近く、右側に向かうことができないため、左に移動して獲物Bを狙う可能性が高い。",右,獲物Bは現在の自己の正面に位置しており、他者が獲物Bを狙う為に左に行動する可能性が高いので、自己も獲物Bに近づいて捕獲を目指すために右に移動する。,上,"獲物Bは現在(9, 11)に位置しており、上に移動することで同じ行に近づき、次ターンで捕獲のチャンスを増やすため",6,11,14,13,0,10,9,11,17,9,7,7,7,7,3,3,9,7,6.71,5.39,獲物B,獲物B,⚪︎,⚪︎,⚪︎
10,206352,4,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,他者が獲物Bの位置に近い（同じ行）ため、果たして獲物Bを狙っていると推定した,右,獲物Bの座標にいるため、一歩右に移動することで次ターンに獲物Bを捕獲できる可能性が高いから,左,獲物Bに近づくために左に移動し、次ターンでの捕獲を目指す。獲物Bの位置は自己から見て比較的近いため、効率的に捕獲を試みることができる。,7,11,14,12,0,9,9,11,17,9,6,6,9,9,2,2,9,6,6.71,5.1,獲物B,獲物B,⚪︎,⚪︎,⚪︎
10,206352,5,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,他者の座標が獲物Bの座標に非常に近く、さらに獲物Aは遠いため、獲物Bを狙っていると推定した。,右,自己の位置から獲物Bの座標に接近することで、次のターンで獲物Bを捕獲する可能性が高まるため。,左,"獲物Bは現在(9, 11)に位置しており、左に移動することで近づくことができるため、次のターンに捕獲しやすくなる。",8,11,13,12,0,9,9,11,16,10,5,5,10,10,1,1,10,5,7.62,4.12,獲物B,獲物B,⚪︎,⚪︎,⚪︎
10,206352,6,獲物A,✖️,獲物A,✖️,✖️,獲物Aを狙っている,他者の位置が獲物Bの1つ右にあり、獲物Bが捕獲中であるため、他者は獲物Aを狙う意図が強いと判断した,左,獲物Bは既に捕獲中であり、他者が獲物Aを狙っているため、獲物Aを捕獲することで効率的に目標を達成できるため,左,獲物Aが捕獲されていないため、次のターンに向けて近づき、捕獲を目指す必要がある。左に動くことで獲物Aとの距離を縮めることができる。,9,11,12,12,0,8,9,11,16,12,4,4,12,12,0,0,12,4,8.94,3.16,獲物A,獲物A,⚪︎,✖️,✖️
10,206352,7,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,"他者は現在（11, 12）に位置しており、その周囲には獲物B（10, 11）がいます。この位置関係から、獲物Bを狙う意図が強いと推測しました。",左,"獲物B（10, 11）に近づくためには左に移動するのが最適で、次ターンで獲物Bを捕獲できる可能性が高いため。",左,獲物Bは現在直接隣接しており、左に移動することで次ターンに捕獲できる可能性が高いため,8,11,11,12,1,8,10,11,14,14,2,2,10,10,2,2,14,2,10.77,1.41,獲物B,獲物B,⚪︎,⚪︎,⚪︎
10,206352,8,獲物B,⚪︎,獲物B,⚪︎,✖️,獲物Bを狙っている,他者の位置が獲物Bの座標と近接しており、捕獲の可能性が高い。,上,獲物Bの座標に隣接しており、狙いやすいため。次ターンで他者とともに捕獲できる可能性が高い。,下,獲物Bは現在近くにいて、次のターンで捕獲可能な位置に存在するため、一番効率的に捕まえられる。,7,11,10,12,2,8,10,11,12,12,1,1,8,8,3,3,12,1,8.94,1.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
10,206352,9,獲物B,⚪︎,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者は現在(10, 13)にいて、獲物B(10, 11)に向かうことができるため、獲物Bを狙っていると推定される",左,現在の自己座標から獲物Aに近づくために左に移動する必要があるため、獲物Aを狙った。,上,獲物Bが現在の自己座標に近いため、獲物Bを捕獲する可能性が高いと考えられる。,7,10,10,13,2,8,10,11,13,13,2,2,7,7,4,4,13,2,9.43,2.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
10,206352,10,獲物B,⚪︎,獲物A,✖️,⚪︎,獲物Bを狙っている,"他者の座標（10, 12）が獲物Bの座標（10, 11）のすぐ隣に位置しており、捕獲の可能性が高いと判断した。",左,獲物Aは自分から遠い位置にいるが、他者が獲物Bを狙っているため、私は獲物Aを捕まえに行くことで効率的に両方の獲物を捕まえる可能性を上げる。,上,獲物Bにより近づくために、上に移動して捕獲のチャンスを高める。獲物Aは遠く、獲物Bが近いため、先に捕まえる方が効率的。,6,10,10,12,2,8,10,11,12,12,1,1,6,6,5,5,12,1,8.94,1.0,獲物B,獲物B,⚪︎,⚪︎,⚪︎
10,206352,11,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,他者の位置が獲物Bと一致しており、獲物Bは捕獲中のため、他者は獲物Bを狙っていると推測される。,左,獲物Aは未捕獲の状態であり、自身の座標から左に移動することで獲物Aに近づくことができるため。,左,獲物Aが未捕獲状態であり、捕獲に向けて移動しやすい位置にいるため、積極的に狙う必要がある。また、獲物Bは既に捕獲中なので、獲物Aの捕獲を優先する。,5,10,10,11,3,8,10,11,10,10,0,0,4,4,6,6,10,0,7.62,0.0,獲物B,獲物A,✖️,✖️,✖️
10,206352,12,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者は現在9,11に位置しており、獲物Bは10,10にいるため、獲物Bへの移動が近道であるため",上,"獲物Aは現在4,8に位置しており、自己の位置が4,10なので、上に移動することで次ターンに獲物Aを捕獲可能となるため。",左,獲物Aは現在自己から左方向に位置しており、左に移動することでその獲物に近づくことができる。獲物Aが未捕獲の状態であるため、捕獲を目指す。,4,10,9,11,4,8,10,10,8,8,2,2,2,2,6,6,8,2,5.83,1.41,獲物B,獲物A,✖️,✖️,✖️
10,206352,13,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aに近く、移動することで獲物Aに接近できる,上,獲物Aは現在自己の真上に位置しており、移動することで獲物Aに接近できるため捕獲のチャンスが高い,左,"獲物Aは現在座標(4, 7)におり、現在位置(8, 11)から左に移動することで獲物Aにより近づけるため、効率的に捕獲を目指します。",4,9,8,11,4,7,11,10,8,8,4,4,2,2,8,8,8,4,5.66,3.16,獲物A,獲物A,⚪︎,✖️,✖️
10,206352,14,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置(7, 11)から獲物A(4, 7)への距離を考慮すると、獲物Aに向かうことが最も効果的であるため、他者は獲物Aを狙っていると推定した。",上,獲物Aは自己の真上に位置しており、上に移動することで獲物Aを捕獲できるため。,左,"獲物Aの座標が(4,7)であり、現在位置から左に移動することで隣接するため、次のターンでの捕獲を狙います。",4,8,7,11,4,7,12,10,7,7,6,6,1,1,10,10,7,6,5.0,5.1,獲物A,獲物A,⚪︎,✖️,⚪︎
10,206352,15,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者の位置から獲物Bまでの距離が近く、獲物Aが捕獲中でいるため、他者は獲物Bを狙って移動する意図があると考えられる。,左,獲物Aはすでに捕獲中であり、獲物Bが未捕獲なので、他者と協力して獲物Bを捕獲しに行く必要がある。,左,獲物Bを捕獲するため、自己の座標を獲物Bに近づける必要があるため。,4,7,6,11,4,7,12,10,6,6,7,7,0,0,11,11,6,7,4.47,6.08,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,16,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(5, 11)から獲物Aの座標(5, 7)に進むためには左に移動する必要がある。",右,自己は獲物Aの座標に隣接しているため、右に移動することで獲物Aを捕獲することができる。,上,獲物Aは現在自己の真下に位置しており、上に移動することで次ターンに捕獲可能になるため。,3,7,5,11,5,7,12,9,4,4,9,9,2,2,11,11,4,9,4.0,7.28,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,17,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(5, 10)から左に移動すると獲物Aの位置(5, 7)に近づくことができるため、獲物Aを狙っていると判断した",右,"獲物Aの座標(5, 7)に隣接しているため、右に移動することで獲物Aを捕獲できる位置に近づける。",下,獲物Aは現在自己の真下に位置しているため、次のターンで捕獲するためには下に移動するのが最も効率的です。,4,7,5,10,5,7,12,8,3,3,9,9,1,1,9,9,3,9,3.0,7.28,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,18,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者の位置は獲物Bよりも上にあるため、獲物Bに向かうことが合理的と考えられる。,右,獲物Aはすでに捕獲中であるため、獲物Bを捕獲するために右に移動して獲物Bに近づく必要がある。,下,獲物Aは捕獲中なので、獲物Bを捕獲するために下に移動して、獲物Bに近づく必要があります。,5,7,5,11,5,7,13,8,4,4,11,11,0,0,9,9,4,11,4.0,8.54,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,19,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は現在(5, 12)に位置しており、獲物Aは(5, 7)にいるため、次の行動で獲物Aを狙っていると推測できる。",左,"獲物Aは(5, 7)に位置しており、自己は(6, 7)から左に移動することで獲物Aと同じ座標に到達でき、捕獲が可能だから。",下,獲物Aは現在自己の真下に位置しているため、下に移動することで直接捕獲できる可能性が高い。,6,7,5,12,5,7,13,7,5,5,13,13,1,1,7,7,5,13,5.0,9.43,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,20,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,"他者は現在(5, 13)にいて、獲物Bが(13, 7)にある。次の行動で(5, 12)に移動することで、獲物Bに近づくことが可能であるため、獲物Bを狙っていると推定した",右,獲物Bが未捕獲状態であり、右に移動することで獲物Bに近づけるため、捕獲を目指す。,下,獲物Bが未捕獲であり、現在の自己位置から一歩下がることで、次ターンに獲物Bを捕獲できる可能性を高めるため。,5,7,5,13,5,7,13,7,6,6,14,14,0,0,8,8,6,14,6.0,10.0,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,21,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標が(5, 14)で、獲物Aの座標が(5, 7)であることから、縦の移動で獲物Aに接近できるため、狙っていると推測した。",左,"自己の座標(6, 7)から獲物Aの座標(5, 7)に接近するため左に移動します。獲物Aが捕獲されるチャンスを最大限に活かすため、他者が獲物Aを狙っていることを考慮して行動します。",下,獲物Aが自分の真下に位置しており、次のターンで捕獲するために直接接触する必要があるため。,6,7,5,14,5,7,13,7,7,7,15,15,1,1,7,7,7,15,7.0,10.63,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,22,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者の位置が獲物Aと同じ列にあり、獲物Aが捕獲中であるため、他者は未捕獲の獲物Bに向かう可能性が高い。,右,獲物Bが未捕獲であり、他者が獲物Bを狙っているため、接近して効率的に捕獲を目指します。,上,獲物Bが未捕獲であり、獲物Aはすでに捕獲中なので、次のターンは獲物Bに接近する必要があるから。,5,7,5,15,5,7,13,6,8,8,17,17,0,0,9,9,8,17,8.0,12.04,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,23,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の座標(5, 14)は獲物Aの座標(5, 7)から数列の位置にあり、上に移動することで獲物Aに接近することが期待されるため",左,獲物Aは現在の自己座標の左隣に位置しており、左に移動することで獲物Aに接近できるため、捕獲を狙います。,上,獲物Aは現在自己の真上に位置しており、上方向に移動することで次ターンに捕獲できる可能性が高いから。,6,7,5,14,5,7,14,6,7,7,17,17,1,1,9,9,7,17,7.0,12.04,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,24,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者は獲物Aの位置にいるため、獲物Aを捕獲することはできず、未捕獲である獲物Bを狙うと考えられる。,下,獲物Aが捕獲中であるため、獲物Bを捕獲するために移動する必要がある。これにより、次のターンで獲物Bに近づくことができる。,上,獲物Bが未捕獲状態であり、自己の現在位置から上に移動することで獲物Bに近づくため。,5,7,5,13,5,7,15,6,6,6,17,17,0,0,11,11,6,17,6.0,12.21,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,25,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の位置（5, 12）は獲物A（5, 7）の真上にあり、次の行動として獲物Aに近づくことができるため。",上,獲物Aは獲物Bよりも近く、他者が獲物Aを狙っているため、上に移動して獲物Aを先に捕獲できる可能性が高い。,下,獲物Aは現在自己の真下に位置しており、次のターンで獲物Aを捕獲するために下に移動するのが最も効率的であるため。,5,8,5,12,5,7,16,6,5,5,17,15,1,1,13,11,5,15,5.0,10.82,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,26,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,獲物Aが捕獲中で動けないため、他者は獲物Bに向かうために行動する可能性が高い。,右,獲物Bが未捕獲状態であり、他者が獲物Bを狙っているため、獲物Bに近づく必要がある。,上,獲物Bが未捕獲状態であり、自己の位置から最も近い方向に移動することで捕獲のチャンスを高めるため。,5,7,5,13,5,7,17,6,6,6,19,15,0,0,13,9,6,15,6.0,10.63,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,27,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の座標が獲物Aの座標と同じ行にあり、かつ獲物Aに一番近い位置にいるため、獲物Aを狙っていると推定した。,左,自己の位置から獲物Aに近づくために、左に移動することで獲物Aを直接捕獲可能な位置に移動できるため。,下,獲物Aが現在私の真下にいるので、捕獲可能な位置に移動するために下に移動する。,6,7,5,12,5,7,18,6,5,5,19,13,1,1,13,9,5,13,5.0,9.22,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,28,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者の位置が獲物Bに近い方向に移動することで捕獲が可能であるため、獲物Bを狙っていると考えました。,右,獲物Bが未捕獲であり、自己の位置から右に移動することで獲物Bへの接近が可能になるため。,上,獲物Aは既に捕獲中であり、獲物Bが未捕獲なため、獲物Bを追いかけて捕獲する必要がある。上に移動することで、獲物Bとの距離を縮めることができる。,5,7,5,13,5,7,19,6,6,6,21,13,0,0,15,7,6,13,6.0,9.22,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,29,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は現在(5, 12)にいますが、獲物Aは(5, 7)であり、次のターンで1行動で獲物Aに接近できる位置にいるため。",左,"獲物Aが(5, 7)にいるため、左に移動すれば自己が獲物Aを捕獲できる位置に近づけるからです。",下,獲物Aが自己のすぐ下に位置しているため、次のターンで捕獲できる確率が高い。,6,7,5,12,5,7,19,6,5,5,20,12,1,1,14,8,5,12,5.0,8.49,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,30,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,"他者の位置が6行目にあり、獲物Bが19,6であるため、獲物Bに近づくことを選択する可能性が高い。",下,他者が獲物Bを狙っているため、自己が獲物Bに接近することで、次ターンでの捕獲の可能性を高めるため。,上,獲物Bが未捕獲のため、次ターンで獲物Bを捕獲するために近づく必要がある。,5,7,5,13,5,7,19,6,6,6,21,13,0,0,15,7,6,13,6.0,9.22,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,31,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の現在位置が獲物Aの近くにあり、獲物Aが未捕獲の状態であるため,上,獲物Aに近づくため、上に移動することで次のターンに捕獲のチャンスを得るため,上,"獲物Aは現在6,7にいるため、上に移動することで獲物Aに近づき、次ターンで捕獲する可能性を高めることができる。",5,8,5,12,6,7,0,6,6,6,11,11,2,2,7,7,6,11,5.1,7.81,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,32,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者の現在位置（5, 11）から獲物Aの位置（6, 6）に向かうには、上方向に移動するのが最も効率的であるため、獲物Aを狙っていると推定した。",上,"獲物Aは現在(6, 6)におり、自己の位置から上に移動することで獲物Aに近づくことができるため、効率的に捕獲を狙える。",上,"獲物Aは現在座標(6, 6)にいるため、自己の座標(5, 11)から1ターンで近づくことができ、捕獲の可能性が高い。",5,7,5,11,6,6,1,6,6,6,9,9,2,2,5,5,6,9,5.1,6.4,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,33,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の現在位置から獲物Aへの移動が可能であり、獲物Aの捕獲が最も効率的だから,右,獲物Aが隣接セルにいるため、右に移動することで捕獲可能であるから,上,獲物Aが自己の上に位置しており、次のターンで捕獲するために接近する必要があるため。,5,6,5,10,6,6,1,5,5,5,9,9,1,1,5,5,5,9,4.12,6.4,獲物A,獲物A,⚪︎,⚪︎,⚪︎
10,206352,34,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,"他者の位置（5, 9）から獲物B（2, 5）への移動が可能であり、獲物Aは自己が捕獲しているため狙う必要がないため",上,獲物Aは既に捕獲中であり、獲物Bを捕獲することが次の目標だから,左,獲物Bが未捕獲であり、獲物Aは既に捕獲されているため、次は獲物Bを狙う必要がある。左に移動することで獲物Bに近づくことができる。,6,6,5,9,6,6,2,5,4,4,7,7,0,0,5,5,4,7,3.16,5.0,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,35,獲物A,✖️,獲物A,⚪︎,⚪︎,獲物Bを狙っている,"他者の座標(4, 9)から獲物Bの座標(3, 5)に向かうには、上または左に移動する必要がありますが、上に移動することで獲物Bに近づくことができます。",その場に留まる,自己の座標と獲物Aの座標が一致しているため、獲物Aを捕獲するためにはその場に留まるのが最適だからです。,左,獲物Aが他者の位置にいるため、左に移動することで次のターンに獲物Aを捕獲できる可能性が高い。,6,5,4,9,6,5,3,5,6,6,5,5,0,0,3,3,6,5,4.47,4.12,獲物B,獲物A,✖️,✖️,✖️
10,206352,36,獲物B,⚪︎,獲物B,✖️,✖️,獲物Bを狙っている,"他者は現在、獲物Bの位置に対して近い位置（3,9）におり、獲物Bの方に向かう動きが考えられるため。",その場に留まる,獲物Aは既に捕獲中であり、獲物Bが近くにいるため、その場に留まることで他者が行動した後に獲物Bの位置を確認しやすくなる。,下,獲物Bが未捕獲状態であり、自己の現在位置から獲物Bの位置に一歩近づくことで次ターンで捕獲のチャンスを増やすため。,6,5,3,9,6,5,3,4,7,7,5,5,0,0,4,4,7,5,5.0,5.0,獲物B,獲物B,⚪︎,⚪︎,△
10,206352,37,獲物B,⚪︎,獲物B,✖️,✖️,獲物Bを狙っている,"他者の現在位置（3,10）から獲物B（4,4）へ向かうための最短移動ができるため、獲物Bをターゲットにしていると推測できる。",下,獲物Bが未捕獲状態であり、現在位置からの距離を縮めるために下に移動することで次ターンで獲物Bに近づける可能性が高い。,上,獲物Bは未捕獲のため、優先的に捕獲を目指す必要があります。次のターンで獲物Bに近づくために、上に移動することで、効率的に捕獲の可能性を高めます。,6,5,3,10,6,5,4,4,8,8,7,7,0,0,3,3,8,7,5.83,6.08,獲物B,獲物B,⚪︎,⚪︎,✖️
10,206352,38,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,"他者は(3, 9)におり、獲物Aの位置(6, 5)に対して近づくためには左に移動する必要がある一方、獲物B(4, 4)には距離が若干離れているから。",上,獲物Aが自己の真上に位置しており、次のターンで獲物Aを捕獲するために移動する必要があるため。,右,獲物Aに最も近づくためには右に動くのが最適であり、次のターンで捕獲できる可能性が高いため,6,6,3,9,6,5,4,4,7,7,6,6,1,1,4,4,7,6,5.0,5.1,獲物A,獲物A,⚪︎,✖️,⚪︎
10,206352,39,獲物B,△,獲物B,✖️,✖️,獲物Bを狙っている,他者は獲物Bの位置に近づくために、左に移動することが最適だと考えられる,右,獲物Bを捕獲するためには、自身が獲物Bの隣接セルに移動する必要があり、右に進むことで獲物Bの捕獲に近づけるため。,左,"獲物Bが未捕獲状態であり、自己の位置から左に移動することで獲物Bの座標(5,4)に近づくことができ、次ターンで捕獲するチャンスを増やします。",6,5,4,9,6,5,5,4,6,6,6,6,0,0,2,2,6,6,4.47,5.1,獲物B,獲物B,⚪︎,△,✖️
10,206352,40,獲物A,✖️,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aの位置から遠く、獲物Aが自由な状態であるため、獲物Aを捕獲するために近づこうとしていると推定される。,その場に留まる,自己の座標が獲物Aの座標と一致しており、その場に留まることで獲物Aを捕獲できるため。,右,獲物Aが他者と同じ位置におり、捕獲するためにはこちらがその位置に向かう必要があるため、右に移動することで獲物Aを捕獲できる可能性がある。,7,5,3,9,7,5,5,4,8,8,7,7,0,0,3,3,8,7,5.66,5.39,獲物A,獲物A,⚪︎,✖️,✖️
10,206352,41,獲物B,⚪︎,獲物B,✖️,✖️,獲物Bを狙っている,"他者の現在位置(4, 9)から獲物Bの位置(5, 4)に移動するためには左に移動する必要があるため",左,獲物Bが未捕獲の状態であり、次のターンで獲物Bを捕獲するためには左に移動する必要があるため,上,獲物Bが未捕獲状態であり、自己の位置から上に移動することで隣接し、次ターンで捕獲可能になるため。,7,5,4,9,7,5,5,4,7,7,6,6,0,0,3,3,7,6,5.0,5.1,獲物B,獲物B,⚪︎,⚪︎,✖️
10,206352,42,獲物A,△,獲物A,△,✖️,獲物Aを狙っている,"他者は現在位置（4, 8）から見ると、獲物A（7, 5）に向かって移動することが可能であり、獲物B（6, 4）よりも直接的な距離が近い。",右,獲物Aは自己の右側に位置しており、次の行動で獲物Aに接触できるため捕獲の可能性が高い。,右,"獲物Aは(7, 5)に位置しており、右に動くことで次ターンに獲物Aに近づくことができるため、捕獲の可能性が高まる。",6,5,4,8,7,5,6,4,6,6,6,6,1,1,1,1,6,6,4.24,4.47,獲物A,獲物A,⚪︎,△,⚪︎
10,206352,43,獲物B,✖️,獲物B,✖️,✖️,獲物Bを狙っている,他者は獲物Aを捕獲しており、獲物Bは未捕獲の状態であるため、次の行動として獲物Bを狙う可能性が高い,左,獲物Bは未捕獲のため、獲物Bを狙うべきであり、左に移動することで獲物Bの近くに接近できるから,左,獲物Bが未捕獲状態であり、左に移動することで近づけるため、効率的に捕獲を目指すため,7,5,5,8,7,5,6,3,5,5,6,6,0,0,3,3,5,6,3.61,5.1,獲物B,獲物B,⚪︎,✖️,✖️
10,206352,44,獲物A,⚪︎,獲物A,⚪︎,✖️,獲物Aを狙っている,他者の位置が獲物Aと同じ行ではなく、獲物Aの方に移動することで接近できるため,右,自己が獲物Aに最も近い位置にいるため、右に移動することで次のターンに獲物Aを捕獲できる可能性が高いから,下,"獲物Aの位置（7, 5）に近づくため、下に移動して獲物Aを捕獲する準備を整えます。",6,5,4,8,7,5,7,3,6,6,8,8,1,1,3,3,6,8,4.24,5.83,獲物A,獲物A,⚪︎,⚪︎,⚪︎
